shots_per_class,seed,hdc_new_acc,hdc_old_acc,hdc_forgetting,hdc_adapt_ms,quant_new_acc,quant_old_acc,quant_forgetting,quant_adapt_ms,hybrid_new_acc,hybrid_old_acc,hybrid_forgetting,hybrid_adapt_ms
10,0,0.7282929710572947,0.7274233637116818,0.0024855012427507095,12.563815000248724,0.7424689899586533,0.7415078707539354,0.0057995028997513964,11859.306723999907,0.7684583579444773,0.7746478873239436,-0.0008285004142501995,15.084358999956748
50,0,0.7430596574128765,0.7216238608119304,0.008285004142502106,67.16673500068282,0.7814530419373893,0.7307373653686827,0.0165700082850041,13137.559938999402,0.7826343768458358,0.776304888152444,-0.0024855012427505985,32.74071299983916
100,0,0.7655050206733609,0.7207953603976802,0.009113504556752305,129.29030299983424,0.7985823981098642,0.7249378624689312,0.02236951118475561,10921.561463999751,0.8027170702894271,0.7729908864954432,0.0008285004142501995,60.476884999843605
10,1,0.7123449497932663,0.7290803645401823,0.001657000828500399,10.769954999886977,0.7566450088600118,0.7381938690969345,0.009113504556752305,15582.066038999983,0.7152982870643827,0.7423363711681856,-0.00165700082850051,6.91274600012548
50,1,0.7306556408741879,0.7348798674399337,-0.0041425020712509975,68.28229900020233,0.780862374483166,0.7274233637116818,0.01988400994200501,15017.99315199969,0.722386296515062,0.7373653686826843,0.003314001657000798,33.384620000106224
100,1,0.7519196692262257,0.7191383595691798,0.011599005799502904,130.71567399947526,0.793857058476078,0.728251864125932,0.01905550952775481,14658.596906999264,0.7489663319551093,0.7332228666114333,0.007456503728251795,99.22306299995398
10,2,0.7200236266981689,0.7340513670256835,-0.0008285004142501995,11.094749000221782,0.7566450088600118,0.7274233637116818,0.01988400994200501,12825.975011999617,0.7690490253987006,0.7696768848384424,-0.001657000828500399,14.948094999454042
50,2,0.7324276432368576,0.7265948632974316,0.006628003314001707,67.30230700031825,0.7802717070289427,0.724109362054681,0.023198011599005808,11990.588488000867,0.7784997046662729,0.7638773819386909,0.0041425020712511085,67.79258400001709
100,2,0.7649143532191376,0.7340513670256835,-0.0008285004142501995,128.16138499965746,0.7867690490253987,0.7274233637116818,0.01988400994200501,14230.521724000027,0.7909037212049616,0.7663628831814416,0.001657000828500399,95.84976199948869
