dataset,split,method,budget_bytes,actual_bytes,ber,burst_length,packet_loss_rate,seed,accuracy,macro_f1,encode_ms_median,encode_ms_p95,classify_ms_median,classify_ms_p95,model_bytes,shared_memory_bytes,git_commit,n_keep,interleave,n_bursts,modulation,snr_db,fading,coherence_symbols,empirical_ber,theory_ber,channel_kind,n_comp,dimension,method_label
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.00019090777407599314,0,0.0,0,0.7290803645401823,0.6632608836837786,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,none,8.0,none,32,0.00017547607421875,0.00019090777407599314,matched_ber,,4096.0,pure_hdc_D4096/matched_ber
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.002388290780932807,0,0.0,0,0.7257663628831814,0.6592653214821989,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,none,6.0,none,32,0.0023193359375,0.002388290780932807,matched_ber,,4096.0,pure_hdc_D4096/matched_ber
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.01250081804073755,0,0.0,0,0.7265948632974316,0.6599649927290191,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,none,4.0,none,32,0.01256561279296875,0.01250081804073755,matched_ber,,4096.0,pure_hdc_D4096/matched_ber
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.03750612835892598,0,0.0,0,0.7249378624689312,0.6562621082857621,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,none,2.0,none,32,0.03739166259765625,0.03750612835892598,matched_ber,,4096.0,pure_hdc_D4096/matched_ber
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.07864960352514258,0,0.0,0,0.7274233637116818,0.6590724629426398,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,none,0.0,none,32,0.07827377319335938,0.07864960352514258,matched_ber,,4096.0,pure_hdc_D4096/matched_ber
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.13064448852282917,0,0.0,0,0.7307373653686827,0.659254539565963,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,none,-2.0,none,32,0.1301422119140625,0.13064448852282917,matched_ber,,4096.0,pure_hdc_D4096/matched_ber
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.7365368682684341,0.6343274811593916,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,8.0,none,32,0.00019739029255319148,0.00019090777407599314,bpsk_awgn,,,quantized/bpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.6901408450704225,0.5950324924960324,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,6.0,none,32,0.0022959607712765956,0.002388290780932807,bpsk_awgn,,,quantized/bpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.5617232808616405,0.48146313153303044,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,4.0,none,32,0.012570644946808512,0.01250081804073755,bpsk_awgn,,,quantized/bpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.4142502071251036,0.3627343280915235,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,2.0,none,32,0.03728598736702128,0.03750612835892598,bpsk_awgn,,,quantized/bpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.328086164043082,0.2934029727745277,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,0.0,none,32,0.07822888962765959,0.07864960352514258,bpsk_awgn,,,quantized/bpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.2502071251035626,0.22584180067862863,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,-2.0,none,32,0.12996592420212766,0.13064448852282917,bpsk_awgn,,,quantized/bpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.45733222866611434,0.4031504127769375,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,8.0,rayleigh_block,32,0.035364029255319146,0.03545906762783807,bpsk_rayleigh_block,,,quantized/bpsk_rayleigh_block
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.38939519469759737,0.34946624766151396,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,6.0,rayleigh_block,32,0.05269281914893617,0.052998883925638784,bpsk_rayleigh_block,,,quantized/bpsk_rayleigh_block
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.3512841756420878,0.32561829971771933,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,4.0,rayleigh_block,32,0.07683676861702127,0.07713691605639106,bpsk_rayleigh_block,,,quantized/bpsk_rayleigh_block
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.2990886495443248,0.27410648316961084,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,2.0,rayleigh_block,32,0.10888671875,0.10848473204958436,bpsk_rayleigh_block,,,quantized/bpsk_rayleigh_block
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.2510356255178128,0.2291493307112697,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,0.0,rayleigh_block,32,0.14763754986702127,0.1464466094067262,bpsk_rayleigh_block,,,quantized/bpsk_rayleigh_block
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.24026512013256007,0.21947650924236983,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,bpsk,-2.0,rayleigh_block,32,0.19004529587765956,0.18900836834134227,bpsk_rayleigh_block,,,quantized/bpsk_rayleigh_block
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.7406793703396851,0.6398270785872802,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,qpsk,8.0,none,32,0.0002493351063829787,0.00019090777407599314,qpsk_awgn,,,quantized/qpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.6826843413421707,0.5886615283292201,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,qpsk,6.0,none,32,0.00239985039893617,0.002388290780932807,qpsk_awgn,,,quantized/qpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.5666942833471417,0.477629157222876,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,qpsk,4.0,none,32,0.01252908909574468,0.01250081804073755,qpsk_awgn,,,quantized/qpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.4183927091963546,0.3628519210802278,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,qpsk,2.0,none,32,0.037348321143617025,0.03750612835892598,qpsk_awgn,,,quantized/qpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.328086164043082,0.2933013590297918,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,qpsk,0.0,none,32,0.07875872672872342,0.07864960352514258,qpsk_awgn,,,quantized/qpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.2626346313173157,0.2399438889529611,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,qpsk,-2.0,none,32,0.13226188497340424,0.13064448852282917,qpsk_awgn,,,quantized/qpsk_awgn
sim_indoor_v1,test_id,quantized,512,188.0,0.00019090777407599314,0,0.0,1,0.7448218724109362,0.6445631095316016,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,none,8.0,none,32,0.00013505651595744681,0.00019090777407599314,matched_ber,,,quantized/matched_ber
sim_indoor_v1,test_id,quantized,512,188.0,0.002388290780932807,0,0.0,1,0.6884838442419221,0.5904785279407401,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,none,6.0,none,32,0.0023686835106382976,0.002388290780932807,matched_ber,,,quantized/matched_ber
sim_indoor_v1,test_id,quantized,512,188.0,0.01250081804073755,0,0.0,1,0.5335542667771334,0.4586101095693138,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,none,4.0,none,32,0.012321309840425532,0.01250081804073755,matched_ber,,,quantized/matched_ber
sim_indoor_v1,test_id,quantized,512,188.0,0.03750612835892598,0,0.0,1,0.4167357083678542,0.36727478752916787,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,none,2.0,none,32,0.03789893617021276,0.03750612835892598,matched_ber,,,quantized/matched_ber
sim_indoor_v1,test_id,quantized,512,188.0,0.07864960352514258,0,0.0,1,0.34134217067108535,0.3076211441709605,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,none,0.0,none,32,0.07960023271276595,0.07864960352514258,matched_ber,,,quantized/matched_ber
sim_indoor_v1,test_id,quantized,512,188.0,0.13064448852282917,0,0.0,1,0.2659486329743165,0.2379281010264918,0.0,0.0,0.0,0.0,3620,0,7383700,180.0,False,0,none,-2.0,none,32,0.1314203789893617,0.13064448852282917,matched_ber,,,quantized/matched_ber
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.7381938690969345,0.6308219206070369,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,8.0,none,32,0.0001678466796875,0.00019090777407599314,bpsk_awgn,126.0,,pca/bpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.5874067937033969,0.49683319213631866,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,6.0,none,32,0.002216339111328125,0.002388290780932807,bpsk_awgn,126.0,,pca/bpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.27174813587406793,0.2432201108986099,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,4.0,none,32,0.012279510498046875,0.01250081804073755,bpsk_awgn,126.0,,pca/bpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.19469759734879868,0.18564479151218707,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,2.0,none,32,0.037250518798828125,0.03750612835892598,bpsk_awgn,126.0,,pca/bpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.19221209610604806,0.18022052575225386,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,0.0,none,32,0.07871246337890625,0.07864960352514258,bpsk_awgn,126.0,,pca/bpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.164043082021541,0.15234388150622338,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,-2.0,none,32,0.130584716796875,0.13064448852282917,bpsk_awgn,126.0,,pca/bpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.20463960231980116,0.19287447465797436,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,8.0,rayleigh_block,32,0.0364532470703125,0.03545906762783807,bpsk_rayleigh_block,126.0,,pca/bpsk_rayleigh_block
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.19055509527754763,0.18274707020111883,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,6.0,rayleigh_block,32,0.053897857666015625,0.052998883925638784,bpsk_rayleigh_block,126.0,,pca/bpsk_rayleigh_block
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.18889809444904723,0.18019677307449294,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,4.0,rayleigh_block,32,0.07764053344726562,0.07713691605639106,bpsk_rayleigh_block,126.0,,pca/bpsk_rayleigh_block
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.17978458989229495,0.17506473228719624,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,2.0,rayleigh_block,32,0.10838699340820312,0.10848473204958436,bpsk_rayleigh_block,126.0,,pca/bpsk_rayleigh_block
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.17729908864954433,0.16770326910799707,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,0.0,rayleigh_block,32,0.14539337158203125,0.1464466094067262,bpsk_rayleigh_block,126.0,,pca/bpsk_rayleigh_block
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.16570008285004142,0.15684558874202745,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,bpsk,-2.0,rayleigh_block,32,0.18805313110351562,0.18900836834134227,bpsk_rayleigh_block,126.0,,pca/bpsk_rayleigh_block
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.7381938690969345,0.6276922629599176,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,qpsk,8.0,none,32,0.000179290771484375,0.00019090777407599314,qpsk_awgn,126.0,,pca/qpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.5733222866611434,0.4889831179621559,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,qpsk,6.0,none,32,0.0023956298828125,0.002388290780932807,qpsk_awgn,126.0,,pca/qpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.25766362883181443,0.23341735742207695,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,qpsk,4.0,none,32,0.01226806640625,0.01250081804073755,qpsk_awgn,126.0,,pca/qpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.1855840927920464,0.17828086535765833,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,qpsk,2.0,none,32,0.037548065185546875,0.03750612835892598,qpsk_awgn,126.0,,pca/qpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.1623860811930406,0.15535770622047518,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,qpsk,0.0,none,32,0.07884597778320312,0.07864960352514258,qpsk_awgn,126.0,,pca/qpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,1,0.15741507870753935,0.14872091758814593,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,qpsk,-2.0,none,32,0.13076400756835938,0.13064448852282917,qpsk_awgn,126.0,,pca/qpsk_awgn
sim_indoor_v1,test_id,pca,512,512.0,0.00019090777407599314,0,0.0,1,0.7348798674399337,0.623391754787097,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,none,8.0,none,32,0.000186920166015625,0.00019090777407599314,matched_ber,126.0,,pca/matched_ber
sim_indoor_v1,test_id,pca,512,512.0,0.002388290780932807,0,0.0,1,0.5782932891466446,0.4892424432263892,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,none,6.0,none,32,0.00244140625,0.002388290780932807,matched_ber,126.0,,pca/matched_ber
sim_indoor_v1,test_id,pca,512,512.0,0.01250081804073755,0,0.0,1,0.275890637945319,0.25241525223813543,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,none,4.0,none,32,0.012371063232421875,0.01250081804073755,matched_ber,126.0,,pca/matched_ber
sim_indoor_v1,test_id,pca,512,512.0,0.03750612835892598,0,0.0,1,0.1872410936205468,0.1802423558027828,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,none,2.0,none,32,0.037319183349609375,0.03750612835892598,matched_ber,126.0,,pca/matched_ber
sim_indoor_v1,test_id,pca,512,512.0,0.07864960352514258,0,0.0,1,0.16818558409279205,0.16389949919971775,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,none,0.0,none,32,0.07861328125,0.07864960352514258,matched_ber,126.0,,pca/matched_ber
sim_indoor_v1,test_id,pca,512,512.0,0.13064448852282917,0,0.0,1,0.15990057995028997,0.15133090752499592,0.0,0.0,0.0,0.0,2540,94320,7383700,,False,0,none,-2.0,none,32,0.13098907470703125,0.13064448852282917,matched_ber,126.0,,pca/matched_ber
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.927920463960232,0.8840704784736426,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,8.0,none,32,0.000213623046875,0.00019090777407599314,bpsk_awgn,,4096.0,binary_hash/bpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.9270919635459818,0.8867812896473473,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,6.0,none,32,0.002254486083984375,0.002388290780932807,bpsk_awgn,,4096.0,binary_hash/bpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.9262634631317316,0.8868063103527964,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,4.0,none,32,0.012226104736328125,0.01250081804073755,bpsk_awgn,,4096.0,binary_hash/bpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.903893951946976,0.855731558112149,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,2.0,none,32,0.03725433349609375,0.03750612835892598,bpsk_awgn,,4096.0,binary_hash/bpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.8657829328914665,0.8073325871544185,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,0.0,none,32,0.07886505126953125,0.07864960352514258,bpsk_awgn,,4096.0,binary_hash/bpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.8144159072079536,0.7565933509029384,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,-2.0,none,32,0.13107681274414062,0.13064448852282917,bpsk_awgn,,4096.0,binary_hash/bpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.9047224523612262,0.8598224074729707,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,8.0,rayleigh_block,32,0.036590576171875,0.03545906762783807,bpsk_rayleigh_block,,4096.0,binary_hash/bpsk_rayleigh_block
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.8914664457332229,0.8449086583931547,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,6.0,rayleigh_block,32,0.0537109375,0.052998883925638784,bpsk_rayleigh_block,,4096.0,binary_hash/bpsk_rayleigh_block
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.8616404308202155,0.8055288545366011,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,4.0,rayleigh_block,32,0.07711410522460938,0.07713691605639106,bpsk_rayleigh_block,,4096.0,binary_hash/bpsk_rayleigh_block
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.8351284175642087,0.7726424721540018,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,2.0,rayleigh_block,32,0.10847854614257812,0.10848473204958436,bpsk_rayleigh_block,,4096.0,binary_hash/bpsk_rayleigh_block
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.8036454018227009,0.7355427428549779,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,0.0,rayleigh_block,32,0.1455841064453125,0.1464466094067262,bpsk_rayleigh_block,,4096.0,binary_hash/bpsk_rayleigh_block
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.7390223695111847,0.6517194258877329,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,bpsk,-2.0,rayleigh_block,32,0.18832015991210938,0.18900836834134227,bpsk_rayleigh_block,,4096.0,binary_hash/bpsk_rayleigh_block
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.9270919635459818,0.882582704777019,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,qpsk,8.0,none,32,0.000194549560546875,0.00019090777407599314,qpsk_awgn,,4096.0,binary_hash/qpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.9229494614747308,0.8824011869621738,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,qpsk,6.0,none,32,0.002338409423828125,0.002388290780932807,qpsk_awgn,,4096.0,binary_hash/qpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.9188069594034797,0.8723049174518274,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,qpsk,4.0,none,32,0.012371063232421875,0.01250081804073755,qpsk_awgn,,4096.0,binary_hash/qpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.9022369511184756,0.8532590520846707,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,qpsk,2.0,none,32,0.03784942626953125,0.03750612835892598,qpsk_awgn,,4096.0,binary_hash/qpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.8707539353769677,0.8225616773375247,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,qpsk,0.0,none,32,0.07917022705078125,0.07864960352514258,qpsk_awgn,,4096.0,binary_hash/qpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,1,0.8185584092792046,0.7686160027667894,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,qpsk,-2.0,none,32,0.130767822265625,0.13064448852282917,qpsk_awgn,,4096.0,binary_hash/qpsk_awgn
sim_indoor_v1,test_id,binary_hash,512,512.0,0.00019090777407599314,0,0.0,1,0.9287489643744822,0.8871237662506177,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,none,8.0,none,32,0.000186920166015625,0.00019090777407599314,matched_ber,,4096.0,binary_hash/matched_ber
sim_indoor_v1,test_id,binary_hash,512,512.0,0.002388290780932807,0,0.0,1,0.9262634631317316,0.8807030055427255,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,none,6.0,none,32,0.00244140625,0.002388290780932807,matched_ber,,4096.0,binary_hash/matched_ber
sim_indoor_v1,test_id,binary_hash,512,512.0,0.01250081804073755,0,0.0,1,0.9204639602319801,0.8814838914939113,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,none,4.0,none,32,0.012371063232421875,0.01250081804073755,matched_ber,,4096.0,binary_hash/matched_ber
sim_indoor_v1,test_id,binary_hash,512,512.0,0.03750612835892598,0,0.0,1,0.8980944490472246,0.8451309175722109,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,none,2.0,none,32,0.037319183349609375,0.03750612835892598,matched_ber,,4096.0,binary_hash/matched_ber
sim_indoor_v1,test_id,binary_hash,512,512.0,0.07864960352514258,0,0.0,1,0.8616404308202155,0.8120664947109347,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,none,0.0,none,32,0.07861328125,0.07864960352514258,matched_ber,,4096.0,binary_hash/matched_ber
sim_indoor_v1,test_id,binary_hash,512,512.0,0.13064448852282917,0,0.0,1,0.8094449047224523,0.7509871584944481,0.0,0.0,0.0,0.0,81940,2949120,7383700,,False,0,none,-2.0,none,32,0.13098907470703125,0.13064448852282917,matched_ber,,4096.0,binary_hash/matched_ber
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7323943661971831,0.6644373144836137,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,8.0,none,32,0.000194549560546875,0.00019090777407599314,bpsk_awgn,,4096.0,pure_hdc_D4096/bpsk_awgn
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7307373653686827,0.6632022587261965,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,6.0,none,32,0.002197265625,0.002388290780932807,bpsk_awgn,,4096.0,pure_hdc_D4096/bpsk_awgn
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.728251864125932,0.6597327891857196,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,4.0,none,32,0.012149810791015625,0.01250081804073755,bpsk_awgn,,4096.0,pure_hdc_D4096/bpsk_awgn
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7265948632974316,0.6586079953987599,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,2.0,none,32,0.036785125732421875,0.03750612835892598,bpsk_awgn,,4096.0,pure_hdc_D4096/bpsk_awgn
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7249378624689312,0.6565298226276723,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,0.0,none,32,0.078399658203125,0.07864960352514258,bpsk_awgn,,4096.0,pure_hdc_D4096/bpsk_awgn
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.724109362054681,0.6585932261161704,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,-2.0,none,32,0.13022613525390625,0.13064448852282917,bpsk_awgn,,4096.0,pure_hdc_D4096/bpsk_awgn
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7315658657829329,0.6624266281880089,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,8.0,rayleigh_block,32,0.036228179931640625,0.03545906762783807,bpsk_rayleigh_block,,4096.0,pure_hdc_D4096/bpsk_rayleigh_block
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7299088649544325,0.6610857723509129,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,6.0,rayleigh_block,32,0.053371429443359375,0.052998883925638784,bpsk_rayleigh_block,,4096.0,pure_hdc_D4096/bpsk_rayleigh_block
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7315658657829329,0.6644905347897927,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,4.0,rayleigh_block,32,0.076812744140625,0.07713691605639106,bpsk_rayleigh_block,,4096.0,pure_hdc_D4096/bpsk_rayleigh_block
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7373653686826843,0.6723223572004059,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,2.0,rayleigh_block,32,0.10818099975585938,0.10848473204958436,bpsk_rayleigh_block,,4096.0,pure_hdc_D4096/bpsk_rayleigh_block
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7257663628831814,0.6565640203700799,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,0.0,rayleigh_block,32,0.14567184448242188,0.1464466094067262,bpsk_rayleigh_block,,4096.0,pure_hdc_D4096/bpsk_rayleigh_block
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7232808616404308,0.6535433890652003,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,bpsk,-2.0,rayleigh_block,32,0.18855667114257812,0.18900836834134227,bpsk_rayleigh_block,,4096.0,pure_hdc_D4096/bpsk_rayleigh_block
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7307373653686827,0.662479807302779,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,qpsk,8.0,none,32,0.00020599365234375,0.00019090777407599314,qpsk_awgn,,4096.0,pure_hdc_D4096/qpsk_awgn
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,1,0.7299088649544325,0.6618827324770065,0.0,0.0,0.0,0.0,81940,868352,7383700,,False,0,qpsk,6.0,none,32,0.002414703369140625,0.002388290780932807,qpsk_awgn,,4096.0,pure_hdc_D4096/qpsk_awgn
