dataset,split,method,budget_bytes,actual_bytes,ber,burst_length,packet_loss_rate,seed,accuracy,macro_f1,encode_ms_median,encode_ms_p95,classify_ms_median,classify_ms_p95,model_bytes,shared_memory_bytes,git_commit,n_keep,interleave,n_bursts,n_comp,dimension,method_label
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,128,0.0,3,0.8947804473902237,0.8465908610488022,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,False,1,,4096.0,binary_hash
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,128,0.0,3,0.8864954432477217,0.8404231538762902,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,True,1,,4096.0,binary_hash+intl
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,512,0.0,3,0.8268434134217068,0.7635708496114626,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,False,1,,4096.0,binary_hash
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,512,0.0,3,0.796188898094449,0.7313739776113721,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,True,1,,4096.0,binary_hash+intl
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,1024,0.0,3,0.6984258492129246,0.6173589937769828,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,False,1,,4096.0,binary_hash
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,1024,0.0,3,0.6777133388566694,0.5968413724346951,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,True,1,,4096.0,binary_hash+intl
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,3,0.7340513670256835,0.6677268864614062,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,0,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,32,0.0,3,0.7323943661971831,0.6657910678644072,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,1,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,32,0.0,3,0.7381938690969345,0.6716394671716714,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,True,1,,4096.0,pure_hdc_D4096+intl
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,128,0.0,3,0.7365368682684341,0.670913271140007,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,1,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,128,0.0,3,0.7348798674399337,0.6684212224171568,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,True,1,,4096.0,pure_hdc_D4096+intl
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,512,0.0,3,0.7257663628831814,0.6568417786740021,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,1,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,512,0.0,3,0.728251864125932,0.661057694693155,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,True,1,,4096.0,pure_hdc_D4096+intl
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,1024,0.0,3,0.7323943661971831,0.6626280427807334,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,1,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,1024,0.0,3,0.7299088649544325,0.6606818603397266,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,True,1,,4096.0,pure_hdc_D4096+intl
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,4,0.7473073736536868,0.6436382849372578,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,False,0,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,32,0.0,4,0.6064623032311516,0.5276604018608595,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,False,1,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,32,0.0,4,0.4987572493786247,0.4367466679579465,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,True,1,,,quantized+intl
sim_indoor_v1,test_id,quantized,512,188.0,0.0,128,0.0,4,0.49461474730737365,0.4394497001279394,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,False,1,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,128,0.0,4,0.32062966031483014,0.2908675463355119,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,True,1,,,quantized+intl
sim_indoor_v1,test_id,quantized,512,188.0,0.0,512,0.0,4,0.24855012427506215,0.1611826981390429,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,False,1,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,512,0.0,4,0.188069594034797,0.15981088596913626,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,True,1,,,quantized+intl
sim_indoor_v1,test_id,quantized,512,188.0,0.0,1024,0.0,4,0.20215410107705054,0.08962547982155825,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,False,1,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,1024,0.0,4,0.19221209610604806,0.14452949447879387,0.0,0.0,0.0,0.0,3620,0,51d3d02,180.0,True,1,,,quantized+intl
sim_indoor_v1,test_id,pca,512,512.0,0.0,0,0.0,4,0.7547638773819387,0.6430222945087841,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,False,0,126.0,,pca
sim_indoor_v1,test_id,pca,512,512.0,0.0,32,0.0,4,0.33305716652858325,0.29337157756569143,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,False,1,126.0,,pca
sim_indoor_v1,test_id,pca,512,512.0,0.0,32,0.0,4,0.33222866611433305,0.2884978293118537,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,True,1,126.0,,pca+intl
sim_indoor_v1,test_id,pca,512,512.0,0.0,128,0.0,4,0.2452361226180613,0.220809591253883,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,False,1,126.0,,pca
sim_indoor_v1,test_id,pca,512,512.0,0.0,128,0.0,4,0.2087821043910522,0.19324275916838657,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,True,1,126.0,,pca+intl
sim_indoor_v1,test_id,pca,512,512.0,0.0,512,0.0,4,0.1855840927920464,0.16951848596658065,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,False,1,126.0,,pca
sim_indoor_v1,test_id,pca,512,512.0,0.0,512,0.0,4,0.17647058823529413,0.16666719354947018,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,True,1,126.0,,pca+intl
sim_indoor_v1,test_id,pca,512,512.0,0.0,1024,0.0,4,0.1855840927920464,0.16974899661781725,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,False,1,126.0,,pca
sim_indoor_v1,test_id,pca,512,512.0,0.0,1024,0.0,4,0.12344656172328086,0.10957574760277629,0.0,0.0,0.0,0.0,2540,94320,51d3d02,,True,1,126.0,,pca+intl
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,0,0.0,4,0.9204639602319801,0.8848809755523929,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,False,0,,4096.0,binary_hash
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,32,0.0,4,0.9113504556752279,0.8769754904141879,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,False,1,,4096.0,binary_hash
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,32,0.0,4,0.9121789560894781,0.8762270155461348,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,True,1,,4096.0,binary_hash+intl
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,128,0.0,4,0.8831814415907208,0.8469533358347595,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,False,1,,4096.0,binary_hash
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,128,0.0,4,0.8922949461474731,0.8526783070232771,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,True,1,,4096.0,binary_hash+intl
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,512,0.0,4,0.8144159072079536,0.7545882222050387,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,False,1,,4096.0,binary_hash
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,512,0.0,4,0.7945318972659486,0.7346938398403251,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,True,1,,4096.0,binary_hash+intl
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,1024,0.0,4,0.700082850041425,0.6274314550043225,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,False,1,,4096.0,binary_hash
sim_indoor_v1,test_id,binary_hash,512,512.0,0.0,1024,0.0,4,0.6893123446561723,0.605838836319401,0.0,0.0,0.0,0.0,81940,2949120,51d3d02,,True,1,,4096.0,binary_hash+intl
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,4,0.724109362054681,0.6589389604260927,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,0,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,32,0.0,4,0.724109362054681,0.6582080027268654,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,1,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,32,0.0,4,0.7224523612261806,0.6563279666673283,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,True,1,,4096.0,pure_hdc_D4096+intl
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,128,0.0,4,0.7257663628831814,0.6588889550609196,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,1,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,128,0.0,4,0.724109362054681,0.6569865368151983,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,True,1,,4096.0,pure_hdc_D4096+intl
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,512,0.0,4,0.7257663628831814,0.6614852745674721,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,1,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,512,0.0,4,0.7232808616404308,0.6571168787406501,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,True,1,,4096.0,pure_hdc_D4096+intl
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,1024,0.0,4,0.7249378624689312,0.6585515047718998,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,False,1,,4096.0,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,1024,0.0,4,0.7224523612261806,0.6557421991076138,0.0,0.0,0.0,0.0,81940,868352,51d3d02,,True,1,,4096.0,pure_hdc_D4096+intl
