dataset,split,method,budget_bytes,actual_bytes,ber,burst_length,packet_loss_rate,seed,accuracy,macro_f1,encode_ms_median,encode_ms_p95,classify_ms_median,classify_ms_p95,model_bytes,shared_memory_bytes,git_commit,n_keep,interleave,n_bursts,modulation,fading,coherence_symbols,empirical_ber,invalid_mode,method_tag,sweep,dataset_name,label_source,theory_ber,dimension,hdc_head,n_centroids,method_label
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.1,0,0.0,2,0.9512195121951219,0.9514226083993527,0.0,0.0,0.0,0.0,16400,217088,2cb4d3c,,False,0,none,none,32,0.1000518798828125,skip,hdc_k1,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.1,1024.0,prototype,1.0,hdc_k1
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,2,0.9518072289156626,0.9501672144381018,0.0,0.0,0.0,0.0,262400,217088,2cb4d3c,,False,0,none,none,32,0.0,skip,hdc_k16,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,,1024.0,prototype,16.0,hdc_k16
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.05,0,0.0,2,0.9518072289156626,0.9501672144381018,0.0,0.0,0.0,0.0,262400,217088,2cb4d3c,,False,0,none,none,32,0.0500030517578125,skip,hdc_k16,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.05,1024.0,prototype,16.0,hdc_k16
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.1,0,0.0,2,0.963855421686747,0.9627626035367287,0.0,0.0,0.0,0.0,262400,217088,2cb4d3c,,False,0,none,none,32,0.1000518798828125,skip,hdc_k16,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.1,1024.0,prototype,16.0,hdc_k16
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,2,0.9512195121951219,0.949447895100069,0.0,0.0,0.0,0.0,262400,217088,2cb4d3c,,False,0,none,none,32,0.0,skip,hdc_k16,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,,1024.0,prototype,16.0,hdc_k16
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.05,0,0.0,2,0.926829268292683,0.9224830456675495,0.0,0.0,0.0,0.0,262400,217088,2cb4d3c,,False,0,none,none,32,0.0500030517578125,skip,hdc_k16,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.05,1024.0,prototype,16.0,hdc_k16
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.1,0,0.0,2,0.9390243902439024,0.9359742886032067,0.0,0.0,0.0,0.0,262400,217088,2cb4d3c,,False,0,none,none,32,0.1000518798828125,skip,hdc_k16,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.1,1024.0,prototype,16.0,hdc_k16
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,2,0.9759036144578314,0.974937343358396,0.0,0.0,0.0,0.0,32800,217088,2cb4d3c,,False,0,none,none,32,0.0,skip,hdc_linear,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,,1024.0,linear,1.0,hdc_linear
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.05,0,0.0,2,0.963855421686747,0.9622878692646134,0.0,0.0,0.0,0.0,32800,217088,2cb4d3c,,False,0,none,none,32,0.0500030517578125,skip,hdc_linear,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.05,1024.0,linear,1.0,hdc_linear
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.1,0,0.0,2,0.963855421686747,0.9635737069947596,0.0,0.0,0.0,0.0,32800,217088,2cb4d3c,,False,0,none,none,32,0.1000518798828125,skip,hdc_linear,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.1,1024.0,linear,1.0,hdc_linear
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,2,0.975609756097561,0.974937343358396,0.0,0.0,0.0,0.0,32800,217088,2cb4d3c,,False,0,none,none,32,0.0,skip,hdc_linear,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,,1024.0,linear,1.0,hdc_linear
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.05,0,0.0,2,0.975609756097561,0.974937343358396,0.0,0.0,0.0,0.0,32800,217088,2cb4d3c,,False,0,none,none,32,0.0500030517578125,skip,hdc_linear,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.05,1024.0,linear,1.0,hdc_linear
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.1,0,0.0,2,0.9878048780487805,0.9874921826141339,0.0,0.0,0.0,0.0,32800,217088,2cb4d3c,,False,0,none,none,32,0.1000518798828125,skip,hdc_linear,k16_lidardataframes,lidardataframes_v1,author_lidardataframes_place_tags,0.1,1024.0,linear,1.0,hdc_linear
