dataset,split,method,budget_bytes,actual_bytes,ber,burst_length,packet_loss_rate,seed,accuracy,macro_f1,encode_ms_median,encode_ms_p95,classify_ms_median,classify_ms_p95,model_bytes,shared_memory_bytes,git_commit,sensor,invalid_mode,invalid_storage,method_tag,sweep,dataset_name,label_source,dimension,hdc_head,n_centroids,method_label
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.8414634146341463,0.8442356778218945,0.0,0.0,0.0,0.0,16400,217088,bd48481,range_scale:scale=1.15,skip,nan,hdc_k1/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,1.0,hdc_k1/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.8658536585365854,0.8655982905982906,0.0,0.0,0.0,0.0,16400,217088,bd48481,gauss:sigma=0.05,skip,nan,hdc_k1/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,1.0,hdc_k1/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.8658536585365854,0.868241514582978,0.0,0.0,0.0,0.0,16400,217088,bd48481,gauss:sigma=0.15,skip,nan,hdc_k1/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,1.0,hdc_k1/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.8170731707317073,0.8146040467469039,0.0,0.0,0.0,0.0,16400,217088,bd48481,clip:clip_to=6.0,skip,nan,hdc_k1/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,1.0,hdc_k1/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.9759036144578314,0.9751889887319926,0.0,0.0,0.0,0.0,262400,217088,bd48481,clean,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.9156626506024096,0.9125335695103137,0.0,0.0,0.0,0.0,262400,217088,bd48481,beam_drop:drop_rate=0.1,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.9036144578313253,0.9035760986980499,0.0,0.0,0.0,0.0,262400,217088,bd48481,beam_drop:drop_rate=0.3,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.8795180722891566,0.8784426604194047,0.0,0.0,0.0,0.0,262400,217088,bd48481,sector_drop:fraction=0.15,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.8674698795180723,0.8648989898989898,0.0,0.0,0.0,0.0,262400,217088,bd48481,sector_drop:fraction=0.3,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.9518072289156626,0.9509199828840393,0.0,0.0,0.0,0.0,262400,217088,bd48481,range_bias:bias=0.25,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.9759036144578314,0.974937343358396,0.0,0.0,0.0,0.0,262400,217088,bd48481,range_scale:scale=1.15,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.963855421686747,0.9627626035367287,0.0,0.0,0.0,0.0,262400,217088,bd48481,gauss:sigma=0.05,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.963855421686747,0.9627626035367287,0.0,0.0,0.0,0.0,262400,217088,bd48481,gauss:sigma=0.15,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_id,pure_hdc,128,128.0,0.0,0,0.0,0,0.7831325301204819,0.7471699741156169,0.0,0.0,0.0,0.0,262400,217088,bd48481,clip:clip_to=6.0,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.9146341463414634,0.9119897959183674,0.0,0.0,0.0,0.0,262400,217088,bd48481,clean,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.8902439024390244,0.890534262485482,0.0,0.0,0.0,0.0,262400,217088,bd48481,beam_drop:drop_rate=0.1,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.8536585365853658,0.8525072488487122,0.0,0.0,0.0,0.0,262400,217088,bd48481,beam_drop:drop_rate=0.3,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.8658536585365854,0.8654011154011154,0.0,0.0,0.0,0.0,262400,217088,bd48481,sector_drop:fraction=0.15,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.8658536585365854,0.8651173388015493,0.0,0.0,0.0,0.0,262400,217088,bd48481,sector_drop:fraction=0.3,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
lidardataframes_v1,test_ood,pure_hdc,128,128.0,0.0,0,0.0,0,0.9512195121951219,0.9513165073075488,0.0,0.0,0.0,0.0,262400,217088,bd48481,range_bias:bias=0.25,skip,nan,hdc_k16/skip,k16_lidardataframes_sensor,lidardataframes_v1,author_lidardataframes_place_tags,1024.0,prototype,16.0,hdc_k16/skip
