dataset,split,method,budget_bytes,actual_bytes,ber,burst_length,packet_loss_rate,seed,accuracy,macro_f1,encode_ms_median,encode_ms_p95,classify_ms_median,classify_ms_p95,model_bytes,shared_memory_bytes,git_commit,sensor,method_tag,sweep,dimension,hdc_head,n_centroids,method_label
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,0,0.5376967688483845,0.38686283372153374,0.0,0.0,0.0,0.0,163880,868352,f288d40,beam_drop:drop_rate=0.3,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,0,0.5940347970173985,0.46278367506057433,0.0,0.0,0.0,0.0,163880,868352,f288d40,sector_drop:fraction=0.15,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,0,0.4664457332228666,0.334978722649638,0.0,0.0,0.0,0.0,163880,868352,f288d40,sector_drop:fraction=0.3,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,0,0.9378624689312345,0.8970422776713944,0.0,0.0,0.0,0.0,163880,868352,f288d40,range_bias:bias=0.25,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,0,0.8906379453189727,0.8546964025831814,0.0,0.0,0.0,0.0,163880,868352,f288d40,range_scale:scale=1.15,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,0,0.9743164871582436,0.9543318608732972,0.0,0.0,0.0,0.0,163880,868352,f288d40,gauss:sigma=0.05,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,0,0.9693454846727423,0.9465730189421059,0.0,0.0,0.0,0.0,163880,868352,f288d40,gauss:sigma=0.15,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,0,0.536039768019884,0.5060867626325277,0.0,0.0,0.0,0.0,163880,868352,f288d40,clip:clip_to=6.0,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,0,0.8139397519196693,0.6555033476891229,0.0,0.0,0.0,0.0,163880,868352,f288d40,clean,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,0,0.6101594802126403,0.42472303361956387,0.0,0.0,0.0,0.0,163880,868352,f288d40,beam_drop:drop_rate=0.1,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,0,0.5369167158889545,0.330615929956175,0.0,0.0,0.0,0.0,163880,868352,f288d40,beam_drop:drop_rate=0.3,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,0,0.5451860602480804,0.3402930205302233,0.0,0.0,0.0,0.0,163880,868352,f288d40,sector_drop:fraction=0.15,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,0,0.49379799173065564,0.27008230545470946,0.0,0.0,0.0,0.0,163880,868352,f288d40,sector_drop:fraction=0.3,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,0,0.8050797401063201,0.6331690430022119,0.0,0.0,0.0,0.0,163880,868352,f288d40,range_bias:bias=0.25,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,0,0.74187832250443,0.5940138079757677,0.0,0.0,0.0,0.0,163880,868352,f288d40,range_scale:scale=1.15,hdc_linear,k16_sensor,4096.0,linear,1.0,hdc_linear
