dataset,split,method,budget_bytes,actual_bytes,ber,burst_length,packet_loss_rate,seed,accuracy,macro_f1,encode_ms_median,encode_ms_p95,classify_ms_median,classify_ms_p95,model_bytes,shared_memory_bytes,git_commit,sensor,dimension,hybrid_mode,method_label
sim_indoor_v1,test_ood,hybrid_hdc,512,512.0,0.0,0,0.0,0,0.6893089190785587,0.6077018437328969,0.0,0.0,0.0,0.0,81940,533268,51d3d02,clip:clip_to=6.0,4096.0,task,hybrid_hdc:task
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.7473073736536868,0.6436382849372578,0.0,0.0,0.0,0.0,3620,0,51d3d02,clean,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.34631317315658655,0.3129916491645734,0.0,0.0,0.0,0.0,3620,0,51d3d02,beam_drop:drop_rate=0.1,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.2452361226180613,0.21796623084801015,0.0,0.0,0.0,0.0,3620,0,51d3d02,beam_drop:drop_rate=0.3,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.4258492129246065,0.35681263588520185,0.0,0.0,0.0,0.0,3620,0,51d3d02,sector_drop:fraction=0.15,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.3131731565865783,0.21702617245948094,0.0,0.0,0.0,0.0,3620,0,51d3d02,sector_drop:fraction=0.3,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.7589063794531897,0.6516389328812074,0.0,0.0,0.0,0.0,3620,0,51d3d02,range_bias:bias=0.25,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.743993371996686,0.6388789655174837,0.0,0.0,0.0,0.0,3620,0,51d3d02,range_scale:scale=1.15,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.7464788732394366,0.6411099535721837,0.0,0.0,0.0,0.0,3620,0,51d3d02,gauss:sigma=0.05,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.7183098591549296,0.6155448262048938,0.0,0.0,0.0,0.0,3620,0,51d3d02,gauss:sigma=0.15,,,quantized
sim_indoor_v1,test_id,quantized,512,188.0,0.0,0,0.0,1,0.6429163214581607,0.5568193615524127,0.0,0.0,0.0,0.0,3620,0,51d3d02,clip:clip_to=6.0,,,quantized
sim_indoor_v1,test_ood,quantized,512,188.0,0.0,0,0.0,1,0.7531010041346722,0.609553790350909,0.0,0.0,0.0,0.0,3620,0,51d3d02,clean,,,quantized
sim_indoor_v1,test_ood,quantized,512,188.0,0.0,0,0.0,1,0.4028352037802717,0.323257771975419,0.0,0.0,0.0,0.0,3620,0,51d3d02,beam_drop:drop_rate=0.1,,,quantized
sim_indoor_v1,test_ood,quantized,512,188.0,0.0,0,0.0,1,0.31896042528056706,0.2231734183566402,0.0,0.0,0.0,0.0,3620,0,51d3d02,beam_drop:drop_rate=0.3,,,quantized
sim_indoor_v1,test_ood,quantized,512,188.0,0.0,0,0.0,1,0.5239220318960425,0.35065214206018747,0.0,0.0,0.0,0.0,3620,0,51d3d02,sector_drop:fraction=0.15,,,quantized
sim_indoor_v1,test_ood,quantized,512,188.0,0.0,0,0.0,1,0.4731246308328411,0.2575054401330422,0.0,0.0,0.0,0.0,3620,0,51d3d02,sector_drop:fraction=0.3,,,quantized
sim_indoor_v1,test_ood,quantized,512,188.0,0.0,0,0.0,1,0.6958062610750148,0.5598797648639005,0.0,0.0,0.0,0.0,3620,0,51d3d02,range_bias:bias=0.25,,,quantized
sim_indoor_v1,test_ood,quantized,512,188.0,0.0,0,0.0,1,0.6450088600118133,0.5172721116941728,0.0,0.0,0.0,0.0,3620,0,51d3d02,range_scale:scale=1.15,,,quantized
sim_indoor_v1,test_ood,quantized,512,188.0,0.0,0,0.0,1,0.7436503248670998,0.6052403778490174,0.0,0.0,0.0,0.0,3620,0,51d3d02,gauss:sigma=0.05,,,quantized
