dataset,split,method,budget_bytes,actual_bytes,ber,burst_length,packet_loss_rate,seed,accuracy,macro_f1,encode_ms_median,encode_ms_p95,classify_ms_median,classify_ms_p95,model_bytes,shared_memory_bytes,git_commit,sensor,dimension,invalid_mode,invalid_storage,method_tag,sweep,hdc_head,n_centroids,method_label
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.38939519469759737,0.2960329562701622,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,sector_drop:fraction=0.3,4096,fill,max_range,hdc_k16/fill,k16_sector_encode,prototype,16.0,hdc_k16/fill
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.8493797991730656,0.7048250888564545,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,clean,4096,fill,max_range,hdc_k16/fill,k16_sector_encode,prototype,16.0,hdc_k16/fill
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.6887182516243355,0.5461563587527563,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,beam_drop:drop_rate=0.1,4096,fill,max_range,hdc_k16/fill,k16_sector_encode,prototype,16.0,hdc_k16/fill
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.5800354400472534,0.41086851597612,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,beam_drop:drop_rate=0.3,4096,fill,max_range,hdc_k16/fill,k16_sector_encode,prototype,16.0,hdc_k16/fill
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.5794447725930302,0.4026756610267216,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,sector_drop:fraction=0.15,4096,fill,max_range,hdc_k16/fill,k16_sector_encode,prototype,16.0,hdc_k16/fill
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.4400472533963379,0.19638141729444736,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,sector_drop:fraction=0.3,4096,fill,max_range,hdc_k16/fill,k16_sector_encode,prototype,16.0,hdc_k16/fill
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9577464788732394,0.9284807045977127,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,clean,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9494614747307374,0.9148825380978783,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,beam_drop:drop_rate=0.1,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9486329743164872,0.9119305923266255,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,beam_drop:drop_rate=0.3,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9436619718309859,0.904241090923399,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,sector_drop:fraction=0.15,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9030654515327258,0.8471115386794634,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,sector_drop:fraction=0.3,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.8493797991730656,0.7048250888564545,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,clean,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.7849970466627288,0.6399173203230659,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,beam_drop:drop_rate=0.1,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.7595983461311282,0.6059950560709387,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,beam_drop:drop_rate=0.3,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.7560543414057885,0.6009166872748328,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,sector_drop:fraction=0.15,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.6987595983461311,0.5529220886824889,0.0,0.0,0.0,0.0,1311040,868352,bbbaed8,sector_drop:fraction=0.3,4096,skip,nan,hdc_k16/skip,k16_sector_encode,prototype,16.0,hdc_k16/skip
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9577464788732394,0.9284807045977127,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,clean,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9511184755592378,0.9179663025156675,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,beam_drop:drop_rate=0.1,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9502899751449876,0.9167375664512429,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,beam_drop:drop_rate=0.3,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9502899751449876,0.9196573376967019,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,sector_drop:fraction=0.15,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9047224523612262,0.8533082636287466,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,sector_drop:fraction=0.3,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.8493797991730656,0.7048250888564545,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,clean,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.8038984051978736,0.6612812183611049,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,beam_drop:drop_rate=0.1,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.8216184288245718,0.6753541685517567,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,beam_drop:drop_rate=0.3,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.7861783815711755,0.6422719818751934,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,sector_drop:fraction=0.15,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.7519196692262257,0.6124688833392292,0.0,0.0,0.0,0.0,1311040,872448,bbbaed8,sector_drop:fraction=0.3,4096,drop,nan,hdc_k16/drop,k16_sector_encode,prototype,16.0,hdc_k16/drop
