dataset,split,method,budget_bytes,actual_bytes,ber,burst_length,packet_loss_rate,seed,accuracy,macro_f1,encode_ms_median,encode_ms_p95,classify_ms_median,classify_ms_p95,model_bytes,shared_memory_bytes,git_commit,dimension,interleave,n_bursts,n_centroids,modulation,fading,coherence_symbols,empirical_ber,theory_ber,hdc_head,method_label
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.01,0,0.0,2,0.7340513670256835,0.6657106025336534,0.0,0.0,0.0,0.0,81940,868352,5e92fce,4096,False,0,1,none,none,32,0.009738922119140625,0.01,prototype,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.05,0,0.0,2,0.7332228666114333,0.6665796438495676,0.0,0.0,0.0,0.0,81940,868352,5e92fce,4096,False,0,1,none,none,32,0.049762725830078125,0.05,prototype,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.1,0,0.0,2,0.7299088649544325,0.6618901973604304,0.0,0.0,0.0,0.0,81940,868352,5e92fce,4096,False,0,1,none,none,32,0.09943389892578125,0.1,prototype,pure_hdc_D4096
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.7129356172474897,0.600416289541349,0.0,0.0,0.0,0.0,81940,868352,5e92fce,4096,False,0,1,none,none,32,0.0,,prototype,pure_hdc_D4096
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.01,0,0.0,2,0.7147076196101595,0.6017755986957736,0.0,0.0,0.0,0.0,81940,868352,5e92fce,4096,False,0,1,none,none,32,0.009738922119140625,0.01,prototype,pure_hdc_D4096
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.05,0,0.0,2,0.7129356172474897,0.6010975653418226,0.0,0.0,0.0,0.0,81940,868352,5e92fce,4096,False,0,1,none,none,32,0.049762725830078125,0.05,prototype,pure_hdc_D4096
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.1,0,0.0,2,0.7064382752510336,0.5927145606964836,0.0,0.0,0.0,0.0,81940,868352,5e92fce,4096,False,0,1,none,none,32,0.09943389892578125,0.1,prototype,pure_hdc_D4096
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.8740679370339686,0.8168135556118858,0.0,0.0,0.0,0.0,327760,868352,5e92fce,4096,False,0,4,none,none,32,0.0,,prototype,pure_hdc_D4096/k4
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.01,0,0.0,2,0.8724109362054681,0.8132935464943152,0.0,0.0,0.0,0.0,327760,868352,5e92fce,4096,False,0,4,none,none,32,0.009738922119140625,0.01,prototype,pure_hdc_D4096/k4
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.05,0,0.0,2,0.8773819386909694,0.8214820492833917,0.0,0.0,0.0,0.0,327760,868352,5e92fce,4096,False,0,4,none,none,32,0.049762725830078125,0.05,prototype,pure_hdc_D4096/k4
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.1,0,0.0,2,0.87986743993372,0.8248677442677703,0.0,0.0,0.0,0.0,327760,868352,5e92fce,4096,False,0,4,none,none,32,0.09943389892578125,0.1,prototype,pure_hdc_D4096/k4
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.7826343768458358,0.6534790508305631,0.0,0.0,0.0,0.0,327760,868352,5e92fce,4096,False,0,4,none,none,32,0.0,,prototype,pure_hdc_D4096/k4
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.01,0,0.0,2,0.7820437093916125,0.6522998122448967,0.0,0.0,0.0,0.0,327760,868352,5e92fce,4096,False,0,4,none,none,32,0.009738922119140625,0.01,prototype,pure_hdc_D4096/k4
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.05,0,0.0,2,0.7820437093916125,0.6583882286276228,0.0,0.0,0.0,0.0,327760,868352,5e92fce,4096,False,0,4,none,none,32,0.049762725830078125,0.05,prototype,pure_hdc_D4096/k4
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.1,0,0.0,2,0.7784997046662729,0.6549454778131047,0.0,0.0,0.0,0.0,327760,868352,5e92fce,4096,False,0,4,none,none,32,0.09943389892578125,0.1,prototype,pure_hdc_D4096/k4
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9262634631317316,0.8738583108038235,0.0,0.0,0.0,0.0,655520,868352,5e92fce,4096,False,0,8,none,none,32,0.0,,prototype,pure_hdc_D4096/k8
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.01,0,0.0,2,0.927920463960232,0.8770421276649506,0.0,0.0,0.0,0.0,655520,868352,5e92fce,4096,False,0,8,none,none,32,0.009738922119140625,0.01,prototype,pure_hdc_D4096/k8
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.05,0,0.0,2,0.927920463960232,0.8768491054740322,0.0,0.0,0.0,0.0,655520,868352,5e92fce,4096,False,0,8,none,none,32,0.049762725830078125,0.05,prototype,pure_hdc_D4096/k8
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.1,0,0.0,2,0.9262634631317316,0.8746513128918982,0.0,0.0,0.0,0.0,655520,868352,5e92fce,4096,False,0,8,none,none,32,0.09943389892578125,0.1,prototype,pure_hdc_D4096/k8
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.8393384524512699,0.6945221579193157,0.0,0.0,0.0,0.0,655520,868352,5e92fce,4096,False,0,8,none,none,32,0.0,,prototype,pure_hdc_D4096/k8
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.01,0,0.0,2,0.8363851151801536,0.6947661306584378,0.0,0.0,0.0,0.0,655520,868352,5e92fce,4096,False,0,8,none,none,32,0.009738922119140625,0.01,prototype,pure_hdc_D4096/k8
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.05,0,0.0,2,0.8393384524512699,0.6977157314482947,0.0,0.0,0.0,0.0,655520,868352,5e92fce,4096,False,0,8,none,none,32,0.049762725830078125,0.05,prototype,pure_hdc_D4096/k8
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.1,0,0.0,2,0.835203780271707,0.6946151520571097,0.0,0.0,0.0,0.0,655520,868352,5e92fce,4096,False,0,8,none,none,32,0.09943389892578125,0.1,prototype,pure_hdc_D4096/k8
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9577464788732394,0.9284807045977127,0.0,0.0,0.0,0.0,1311040,868352,5e92fce,4096,False,0,16,none,none,32,0.0,,prototype,pure_hdc_D4096/k16
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.01,0,0.0,2,0.9585749792874897,0.9294848550936952,0.0,0.0,0.0,0.0,1311040,868352,5e92fce,4096,False,0,16,none,none,32,0.009738922119140625,0.01,prototype,pure_hdc_D4096/k16
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.05,0,0.0,2,0.9569179784589892,0.9269375116347629,0.0,0.0,0.0,0.0,1311040,868352,5e92fce,4096,False,0,16,none,none,32,0.049762725830078125,0.05,prototype,pure_hdc_D4096/k16
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.1,0,0.0,2,0.9585749792874897,0.9300485820531368,0.0,0.0,0.0,0.0,1311040,868352,5e92fce,4096,False,0,16,none,none,32,0.09943389892578125,0.1,prototype,pure_hdc_D4096/k16
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.8493797991730656,0.7048250888564545,0.0,0.0,0.0,0.0,1311040,868352,5e92fce,4096,False,0,16,none,none,32,0.0,,prototype,pure_hdc_D4096/k16
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.01,0,0.0,2,0.852333136444182,0.7091961904867488,0.0,0.0,0.0,0.0,1311040,868352,5e92fce,4096,False,0,16,none,none,32,0.009738922119140625,0.01,prototype,pure_hdc_D4096/k16
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.05,0,0.0,2,0.8541051388068518,0.7141658287282575,0.0,0.0,0.0,0.0,1311040,868352,5e92fce,4096,False,0,16,none,none,32,0.049762725830078125,0.05,prototype,pure_hdc_D4096/k16
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.1,0,0.0,2,0.8529238038984052,0.7093206422700762,0.0,0.0,0.0,0.0,1311040,868352,5e92fce,4096,False,0,16,none,none,32,0.09943389892578125,0.1,prototype,pure_hdc_D4096/k16
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.0,0,0.0,2,0.9701739850869926,0.9493793864347759,0.0,0.0,0.0,0.0,163880,868352,5e92fce,4096,False,0,1,none,none,32,0.0,,linear,pure_hdc_D4096+lin
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.01,0,0.0,2,0.9701739850869926,0.9506247634360336,0.0,0.0,0.0,0.0,163880,868352,5e92fce,4096,False,0,1,none,none,32,0.009738922119140625,0.01,linear,pure_hdc_D4096+lin
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.05,0,0.0,2,0.9643744821872411,0.9407679387323237,0.0,0.0,0.0,0.0,163880,868352,5e92fce,4096,False,0,1,none,none,32,0.049762725830078125,0.05,linear,pure_hdc_D4096+lin
sim_indoor_v1,test_id,pure_hdc,512,512.0,0.1,0,0.0,2,0.9569179784589892,0.9317996418140961,0.0,0.0,0.0,0.0,163880,868352,5e92fce,4096,False,0,1,none,none,32,0.09943389892578125,0.1,linear,pure_hdc_D4096+lin
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.0,0,0.0,2,0.8186650915534555,0.6639421300952834,0.0,0.0,0.0,0.0,163880,868352,5e92fce,4096,False,0,1,none,none,32,0.0,,linear,pure_hdc_D4096+lin
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.01,0,0.0,2,0.8145304193738925,0.6560131424940445,0.0,0.0,0.0,0.0,163880,868352,5e92fce,4096,False,0,1,none,none,32,0.009738922119140625,0.01,linear,pure_hdc_D4096+lin
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.05,0,0.0,2,0.8098050797401063,0.6509203220574268,0.0,0.0,0.0,0.0,163880,868352,5e92fce,4096,False,0,1,none,none,32,0.049762725830078125,0.05,linear,pure_hdc_D4096+lin
sim_indoor_v1,test_ood,pure_hdc,512,512.0,0.1,0,0.0,2,0.7926757235676314,0.631314109338876,0.0,0.0,0.0,0.0,163880,868352,5e92fce,4096,False,0,1,none,none,32,0.09943389892578125,0.1,linear,pure_hdc_D4096+lin
